AccidentID,DateTime,County,WeatherCondition,RoadCondition,VehicleType,SeverityLevel,NumberOfVehicles,NumberOfInjuries,Cause,Junction,Traffic_Signal,Bump
A02027,11/10/2023 10:39,The Bronx,,Under Construction,Car,Moderate,1,0,Distracted Driving,FALSE,FALSE,FALSE
A02028,10/7/2023 19:54,Staten Island,Sunny,Dry,Car,Moderate,1,1,Drunk Driving,FALSE,FALSE,FALSE
A02029,7/3/2023 15:20,Manhattan,Sunny,Wet,Car,Moderate,1,0,Distracted Driving,FALSE,FALSE,FALSE
A02030,7/31/2023 0:48,The Bronx,Rainy,Dry,Bus,Moderate,2,1,Distracted Driving,FALSE,FALSE,FALSE
A02031,6/22/2023 6:57,The Bronx,Sunny,Under Construction,Motorcycle,Moderate,1,4,Poor Road Condition,FALSE,FALSE,FALSE
A02032,9/10/2023 15:44,Brooklyn,Sunny,Dry,Motorcycle,Severe,1,1,Distracted Driving,TRUE,TRUE,FALSE
A02033,6/24/2023 9:02,Brooklyn,Sunny,Dry,Bus,Minor,2,7,Drunk Driving,TRUE,TRUE,TRUE
A02034,2/19/2023 7:21,Brooklyn,Sunny,,Motorcycle,Moderate,1,9,Drunk Driving,FALSE,TRUE,FALSE
A02035,8/20/2023 10:42,Manhattan,Sunny,Dry,Bus,Moderate,2,5,Drunk Driving,FALSE,FALSE,TRUE
A02036,5/16/2023 23:36,Brooklyn,Snowy,Dry,Car,Moderate,2,5,Speeding,TRUE,FALSE,TRUE
A02037,5/1/2023 14:50,Brooklyn,Sunny,Under Construction,Bus,Moderate,2,2,Speeding,TRUE,FALSE,FALSE
A02038,5/27/2023 16:10,Brooklyn,Sunny,Dry,Bus,Moderate,1,5,Speeding,FALSE,FALSE,FALSE
A02039,1/3/2023 1:26,The Bronx,Sunny,Under Construction,Bus,Minor,1,0,Drunk Driving,TRUE,FALSE,FALSE
A02040,4/20/2023 21:59,The Bronx,Sunny,Under Construction,Motorcycle,Moderate,1,9,Speeding,TRUE,FALSE,FALSE
A02041,6/14/2023 0:59,Brooklyn,Foggy,Wet,Car,Moderate,4,5,Speeding,TRUE,TRUE,FALSE
A02042,7/18/2023 20:25,The Bronx,Sunny,Dry,Bus,Moderate,2,9,Speeding,FALSE,FALSE,FALSE
A02043,10/28/2023 10:14,Queens,Rainy,,Car,Moderate,1,1,Speeding,TRUE,FALSE,TRUE
A02044,2/5/2023 21:31,Staten Island,,Dry,Truck,Moderate,1,4,Distracted Driving,FALSE,FALSE,FALSE
A02045,9/19/2023 6:27,Staten Island,Sunny,Dry,Truck,Minor,2,9,Distracted Driving,FALSE,FALSE,FALSE
A02046,2/6/2023 10:53,Queens,Snowy,Under Construction,Bus,Minor,2,8,Distracted Driving,FALSE,FALSE,FALSE
A02047,2/11/2023 8:59,Manhattan,Sunny,Dry,Truck,Severe,2,0,Distracted Driving,TRUE,FALSE,FALSE
A02048,7/23/2023 7:23,The Bronx,Foggy,Dry,Motorcycle,Severe,3,4,Drunk Driving,TRUE,FALSE,FALSE
A02049,5/13/2023 7:26,Queens,Sunny,Wet,Bus,Moderate,3,1,Speeding,TRUE,TRUE,FALSE
A02050,4/29/2023 21:00,Manhattan,Foggy,Under Construction,Bus,Severe,4,9,Poor Road Condition,FALSE,FALSE,FALSE
A02051,12/2/2023 19:53,Queens,Sunny,Dry,Motorcycle,Moderate,1,2,Drunk Driving,FALSE,FALSE,FALSE
A02052,11/3/2023 15:45,Staten Island,Snowy,Under Construction,Car,Minor,3,8,Drunk Driving,FALSE,FALSE,FALSE
A02053,1/29/2023 13:19,Brooklyn,Sunny,Wet,Motorcycle,Moderate,2,1,Drunk Driving,FALSE,FALSE,FALSE
A02054,1/8/2023 23:03,Queens,Sunny,Dry,Bus,Minor,2,0,Distracted Driving,FALSE,FALSE,FALSE
A02055,4/8/2023 0:16,The Bronx,Sunny,Under Construction,Truck,Minor,1,9,Distracted Driving,FALSE,TRUE,TRUE
A02056,11/24/2023 20:33,Staten Island,Rainy,Under Construction,Truck,Moderate,2,5,Drunk Driving,FALSE,FALSE,FALSE
A02057,5/23/2023 0:11,Staten Island,Sunny,Under Construction,Bus,Minor,1,7,Speeding,FALSE,FALSE,FALSE
A02058,2/8/2023 19:24,Queens,Sunny,Dry,Motorcycle,Moderate,2,4,Distracted Driving,FALSE,FALSE,FALSE
A02059,7/29/2023 19:33,Brooklyn,Sunny,,,Severe,2,8,Distracted Driving,FALSE,FALSE,TRUE
A02060,4/14/2023 8:51,The Bronx,Sunny,Under Construction,Truck,Moderate,1,9,Poor Road Condition,FALSE,FALSE,FALSE
A02061,8/17/2023 22:03,Queens,Sunny,Wet,Bus,Moderate,2,6,Distracted Driving,TRUE,FALSE,FALSE
A02062,6/28/2023 20:52,Brooklyn,Snowy,Under Construction,Car,Moderate,4,0,Distracted Driving,FALSE,FALSE,FALSE
A02063,11/23/2023 23:40,Manhattan,Sunny,Dry,Truck,Minor,3,9,Drunk Driving,FALSE,FALSE,FALSE
A02064,10/31/2023 7:42,Queens,Rainy,Wet,Motorcycle,Moderate,2,4,Drunk Driving,FALSE,FALSE,FALSE
A02065,11/6/2023 14:01,Brooklyn,Sunny,Under Construction,Bus,Moderate,1,1,Poor Road Condition,FALSE,FALSE,FALSE
A02066,3/30/2023 16:55,Brooklyn,Sunny,Dry,Bus,Minor,1,3,Poor Road Condition,TRUE,FALSE,FALSE
A02067,3/6/2023 22:12,The Bronx,,Dry,Motorcycle,Moderate,2,0,Distracted Driving,FALSE,FALSE,FALSE
A02068,11/5/2023 18:56,Queens,Rainy,,Motorcycle,Moderate,1,7,Drunk Driving,FALSE,TRUE,FALSE
A02069,2/19/2023 12:56,The Bronx,Sunny,Wet,Truck,Severe,1,6,Poor Road Condition,FALSE,FALSE,FALSE
A02070,3/25/2023 16:29,Staten Island,Rainy,Wet,Bus,Moderate,1,0,Drunk Driving,FALSE,FALSE,FALSE
A02071,6/5/2023 8:48,Queens,Rainy,Under Construction,Car,Moderate,1,8,Drunk Driving,FALSE,FALSE,FALSE
A02072,2/23/2023 11:18,Manhattan,Sunny,Dry,Truck,Moderate,2,0,Distracted Driving,FALSE,FALSE,FALSE
A02073,6/19/2023 9:37,Queens,Sunny,Under Construction,Car,Minor,3,7,Drunk Driving,FALSE,FALSE,FALSE
A02074,5/29/2023 17:24,Manhattan,Foggy,Wet,Motorcycle,Moderate,2,6,Distracted Driving,FALSE,TRUE,FALSE
A02075,4/3/2023 9:05,Queens,Sunny,Wet,Truck,Moderate,2,9,Speeding,FALSE,FALSE,FALSE
A02076,8/21/2023 5:37,Staten Island,Rainy,,Truck,Moderate,2,4,Poor Road Condition,FALSE,FALSE,TRUE
A02077,3/5/2023 21:05,Brooklyn,Sunny,,Motorcycle,Minor,2,4,Distracted Driving,FALSE,FALSE,FALSE
A02078,10/16/2023 19:50,The Bronx,Rainy,Under Construction,Bus,Minor,2,1,Drunk Driving,TRUE,TRUE,FALSE
A02079,9/19/2023 4:17,Manhattan,Foggy,Dry,Bus,Moderate,2,0,Speeding,FALSE,FALSE,TRUE
A02080,3/8/2023 17:20,Staten Island,Sunny,Dry,Motorcycle,Minor,1,1,Poor Road Condition,FALSE,FALSE,FALSE
A02081,7/14/2023 0:30,The Bronx,Sunny,Dry,Car,Moderate,4,8,Distracted Driving,FALSE,FALSE,FALSE
A02082,9/13/2023 4:10,Staten Island,Foggy,,Truck,Minor,1,5,Drunk Driving,FALSE,FALSE,FALSE
A02083,1/1/2023 21:03,Staten Island,Rainy,Dry,Bus,Moderate,2,4,Drunk Driving,FALSE,FALSE,FALSE
A02084,9/7/2023 2:04,The Bronx,Foggy,Wet,Bus,Moderate,2,9,Distracted Driving,TRUE,FALSE,FALSE
A02085,3/30/2023 1:08,Manhattan,Sunny,Under Construction,Bus,Minor,1,1,Drunk Driving,TRUE,FALSE,FALSE
A02086,7/30/2023 23:10,Staten Island,Snowy,Wet,Car,Severe,1,6,Distracted Driving,FALSE,FALSE,TRUE
A02087,9/22/2023 10:36,Staten Island,Foggy,Dry,Car,Minor,4,9,Poor Road Condition,FALSE,FALSE,FALSE
A02088,1/16/2023 2:21,Brooklyn,Sunny,Wet,Bus,Moderate,1,3,Drunk Driving,FALSE,FALSE,FALSE
A02089,1/7/2023 11:14,Brooklyn,Rainy,Wet,Motorcycle,Minor,1,6,Distracted Driving,FALSE,FALSE,FALSE
A02090,3/3/2023 1:15,Manhattan,Sunny,Dry,Bus,Moderate,1,6,Drunk Driving,TRUE,FALSE,FALSE
A02091,3/31/2023 20:28,Queens,Sunny,Under Construction,Truck,Severe,2,1,Distracted Driving,FALSE,FALSE,FALSE
A02092,5/4/2023 17:28,Manhattan,Sunny,Under Construction,Bus,Moderate,1,5,Poor Road Condition,FALSE,FALSE,TRUE
A02093,11/6/2023 6:45,Staten Island,Sunny,Wet,Motorcycle,Severe,3,8,Distracted Driving,FALSE,FALSE,FALSE
A02094,11/7/2023 23:18,Brooklyn,Sunny,Dry,Truck,Minor,1,7,Drunk Driving,FALSE,FALSE,FALSE
A02095,9/13/2023 0:44,The Bronx,Rainy,Wet,Bus,Minor,1,8,Poor Road Condition,FALSE,FALSE,FALSE
A02096,6/12/2023 20:14,Staten Island,Foggy,Under Construction,Truck,Moderate,2,3,Speeding,TRUE,FALSE,FALSE
A02097,3/24/2023 0:20,Staten Island,Foggy,Wet,Truck,Moderate,2,4,Drunk Driving,TRUE,FALSE,TRUE
A02098,1/7/2023 14:23,The Bronx,Sunny,Dry,Motorcycle,Minor,2,0,Speeding,TRUE,TRUE,FALSE
A02099,11/6/2023 8:50,Manhattan,Sunny,Wet,Truck,Moderate,1,9,Distracted Driving,FALSE,FALSE,TRUE
A02100,10/6/2023 11:39,Brooklyn,Foggy,Wet,Truck,Moderate,2,4,Drunk Driving,FALSE,FALSE,FALSE
A02101,12/2/2023 14:25,Staten Island,Sunny,Dry,Motorcycle,Moderate,2,6,Drunk Driving,TRUE,TRUE,FALSE
A02102,3/24/2023 14:34,Staten Island,Sunny,Dry,Car,Severe,1,6,Drunk Driving,FALSE,FALSE,FALSE
A02103,10/2/2023 18:02,Staten Island,Rainy,Dry,Truck,Moderate,1,5,Drunk Driving,TRUE,FALSE,TRUE
A02104,11/25/2023 10:41,Manhattan,Sunny,,Bus,Severe,3,8,Drunk Driving,FALSE,FALSE,FALSE
A02105,7/10/2023 12:26,The Bronx,Sunny,Dry,Car,Moderate,1,7,Drunk Driving,FALSE,TRUE,FALSE
A02106,7/10/2023 22:41,Manhattan,Sunny,Wet,Motorcycle,Moderate,4,6,Distracted Driving,TRUE,FALSE,FALSE
A02107,2/6/2023 7:48,Staten Island,Snowy,Under Construction,Bus,Severe,4,6,Poor Road Condition,FALSE,TRUE,FALSE
A02108,6/15/2023 10:36,Manhattan,Rainy,,Car,Moderate,2,7,Drunk Driving,TRUE,FALSE,TRUE
A02109,3/14/2023 11:24,Staten Island,Sunny,Wet,Motorcycle,Moderate,1,7,Drunk Driving,FALSE,FALSE,FALSE
A02110,2/5/2023 5:28,The Bronx,Snowy,Dry,Bus,Severe,1,5,Speeding,FALSE,FALSE,TRUE
A02111,4/27/2023 11:11,Staten Island,Foggy,Dry,Bus,Minor,2,7,Drunk Driving,TRUE,FALSE,FALSE
A02112,11/19/2023 23:52,Brooklyn,Sunny,Dry,Truck,Moderate,1,9,Poor Road Condition,FALSE,TRUE,FALSE
A02113,8/13/2023 0:20,Queens,Foggy,Wet,Motorcycle,Moderate,1,8,Speeding,TRUE,TRUE,FALSE
A02114,9/26/2023 23:01,Manhattan,Rainy,Dry,Car,Minor,1,7,Distracted Driving,FALSE,FALSE,FALSE
A02115,5/12/2023 18:44,Manhattan,Sunny,Dry,Motorcycle,Moderate,1,8,Distracted Driving,FALSE,FALSE,TRUE
A02116,5/9/2023 8:05,Staten Island,Foggy,Dry,Motorcycle,Moderate,1,7,Distracted Driving,FALSE,FALSE,FALSE
A02117,3/18/2023 0:40,Staten Island,Sunny,,Truck,Moderate,1,2,Drunk Driving,FALSE,TRUE,TRUE
A02118,10/14/2023 16:46,The Bronx,Snowy,Wet,Car,Moderate,1,6,Poor Road Condition,FALSE,FALSE,TRUE
A02119,4/1/2023 10:54,Brooklyn,Rainy,Dry,Car,Moderate,1,2,Drunk Driving,FALSE,TRUE,FALSE
A02120,8/13/2023 14:20,The Bronx,Sunny,Dry,Car,Moderate,1,7,Poor Road Condition,FALSE,FALSE,FALSE
A02121,7/10/2023 4:41,Manhattan,Sunny,Dry,,Severe,1,5,Distracted Driving,FALSE,FALSE,FALSE
A02122,5/21/2023 8:43,The Bronx,Sunny,Dry,Bus,Moderate,1,0,Poor Road Condition,FALSE,FALSE,FALSE
A02123,7/7/2023 21:07,Brooklyn,Sunny,Dry,Motorcycle,Moderate,2,9,Distracted Driving,FALSE,FALSE,FALSE
A02124,5/21/2023 18:38,Queens,Sunny,,Car,,1,3,Speeding,FALSE,FALSE,FALSE
A02125,8/8/2023 5:24,Queens,Rainy,Wet,Bus,Severe,4,8,Drunk Driving,FALSE,FALSE,FALSE
A02126,6/25/2023 0:05,The Bronx,Sunny,Under Construction,Bus,Severe,1,2,Speeding,TRUE,FALSE,TRUE
A02127,3/3/2023 1:30,Brooklyn,Snowy,Dry,Truck,Minor,2,9,Distracted Driving,FALSE,FALSE,FALSE
A02128,8/20/2023 9:52,Manhattan,Rainy,Under Construction,Motorcycle,Severe,1,2,Drunk Driving,TRUE,FALSE,FALSE
A02129,7/25/2023 12:17,Staten Island,Sunny,Dry,Car,Moderate,4,9,Distracted Driving,FALSE,FALSE,FALSE
A02130,9/28/2023 4:44,Queens,Snowy,Under Construction,Truck,Moderate,1,0,Poor Road Condition,FALSE,FALSE,FALSE
A02131,3/23/2023 3:28,Manhattan,Sunny,Wet,Bus,Moderate,1,8,Distracted Driving,TRUE,FALSE,FALSE
A02132,3/30/2023 7:51,Queens,Snowy,Wet,Car,Moderate,3,0,Speeding,FALSE,FALSE,FALSE
A02133,2/1/2023 13:24,Staten Island,,Under Construction,Car,Severe,2,5,Distracted Driving,TRUE,FALSE,FALSE
A02134,9/14/2023 1:26,The Bronx,Sunny,Wet,Motorcycle,Moderate,1,0,Poor Road Condition,FALSE,TRUE,TRUE
A02135,5/29/2023 17:20,Manhattan,Sunny,Dry,Car,Moderate,1,7,Drunk Driving,FALSE,TRUE,FALSE
A02136,2/12/2023 5:26,Staten Island,Sunny,Wet,Motorcycle,Moderate,2,3,Drunk Driving,FALSE,FALSE,FALSE
A02137,6/15/2023 1:57,Staten Island,Snowy,,Motorcycle,Minor,3,4,Drunk Driving,FALSE,FALSE,FALSE
A02138,8/25/2023 4:51,Queens,Sunny,Under Construction,Bus,Moderate,1,4,Drunk Driving,TRUE,TRUE,TRUE
A02139,11/24/2023 22:11,The Bronx,Snowy,Under Construction,Motorcycle,Moderate,2,4,Drunk Driving,FALSE,TRUE,FALSE
A02140,6/24/2023 11:50,Staten Island,Rainy,Wet,Bus,Minor,1,2,Drunk Driving,TRUE,TRUE,FALSE
A02141,11/10/2023 7:29,Brooklyn,Snowy,Under Construction,Motorcycle,Severe,2,0,Poor Road Condition,TRUE,FALSE,FALSE
A02142,1/6/2023 4:37,Queens,Rainy,Wet,Car,Minor,2,7,Poor Road Condition,FALSE,FALSE,FALSE
A02143,8/16/2023 4:50,Staten Island,Foggy,Under Construction,Bus,Minor,2,2,Speeding,FALSE,FALSE,FALSE
A02144,1/17/2023 12:14,Queens,Foggy,Under Construction,Bus,Moderate,1,0,Poor Road Condition,FALSE,FALSE,FALSE
A02145,10/19/2023 1:31,Queens,Sunny,Under Construction,Car,Moderate,2,2,Speeding,FALSE,TRUE,FALSE
A02146,3/8/2023 10:40,Queens,Sunny,Dry,Motorcycle,Moderate,1,4,Drunk Driving,TRUE,TRUE,FALSE
A02147,9/11/2023 8:59,Manhattan,Rainy,Wet,Motorcycle,Minor,2,5,Poor Road Condition,TRUE,FALSE,FALSE
A02148,9/10/2023 15:40,The Bronx,Sunny,Dry,Car,Moderate,2,0,Distracted Driving,FALSE,FALSE,FALSE
A02149,9/27/2023 4:55,The Bronx,Foggy,Wet,Car,Moderate,1,3,Drunk Driving,FALSE,TRUE,FALSE
A02150,6/17/2023 8:52,Staten Island,Snowy,Wet,Bus,Moderate,1,7,Distracted Driving,TRUE,FALSE,FALSE
A02151,4/23/2023 13:04,Manhattan,Sunny,,Motorcycle,Moderate,2,1,Speeding,TRUE,TRUE,FALSE
A02152,7/13/2023 18:10,The Bronx,Sunny,Under Construction,Truck,Minor,1,8,Poor Road Condition,TRUE,FALSE,FALSE
A02153,5/7/2023 12:07,Brooklyn,,,Truck,Moderate,2,4,Drunk Driving,TRUE,FALSE,FALSE
A02154,3/9/2023 3:22,Manhattan,Sunny,Under Construction,Car,Severe,1,1,Poor Road Condition,FALSE,FALSE,TRUE
A02155,10/31/2023 3:35,Brooklyn,Rainy,Wet,Bus,Moderate,1,0,Drunk Driving,FALSE,FALSE,TRUE
A02156,6/24/2023 17:21,Manhattan,Sunny,Under Construction,Car,Minor,1,7,Poor Road Condition,TRUE,FALSE,FALSE
A02157,3/22/2023 7:15,Queens,Foggy,Dry,Bus,Minor,1,9,Speeding,FALSE,FALSE,FALSE
A02158,9/3/2023 17:29,Brooklyn,Rainy,Wet,Motorcycle,Moderate,2,8,Distracted Driving,TRUE,FALSE,FALSE
A02159,2/21/2023 7:34,Manhattan,Sunny,Under Construction,Car,Moderate,2,6,Distracted Driving,FALSE,FALSE,TRUE
A02160,4/13/2023 7:02,The Bronx,Foggy,Dry,Car,Severe,1,7,Drunk Driving,FALSE,FALSE,FALSE
A02161,2/23/2023 7:26,Manhattan,Rainy,Under Construction,Motorcycle,Moderate,1,3,Drunk Driving,TRUE,FALSE,FALSE
A02162,5/28/2023 10:33,Brooklyn,Sunny,Under Construction,Motorcycle,Moderate,2,9,Distracted Driving,FALSE,FALSE,FALSE
A02163,10/27/2023 14:35,Queens,Sunny,Dry,Truck,,2,0,Drunk Driving,FALSE,FALSE,FALSE
A02164,9/24/2023 13:43,Queens,Sunny,Wet,Bus,Moderate,1,4,Distracted Driving,FALSE,FALSE,FALSE
A02165,11/27/2023 5:51,Queens,Foggy,Wet,Motorcycle,Severe,4,1,Distracted Driving,FALSE,TRUE,FALSE
A02166,2/14/2023 19:19,The Bronx,,Dry,Truck,Minor,2,0,Drunk Driving,TRUE,FALSE,FALSE
A02167,7/29/2023 21:21,Brooklyn,Rainy,Dry,Bus,Minor,1,6,Distracted Driving,FALSE,FALSE,FALSE
A02168,6/10/2023 5:24,The Bronx,Sunny,Wet,Car,Minor,1,8,Distracted Driving,FALSE,FALSE,FALSE
A02169,1/26/2023 5:27,Staten Island,Sunny,Dry,Bus,,1,1,Speeding,FALSE,TRUE,FALSE
A02170,10/27/2023 15:22,Brooklyn,Sunny,Wet,Bus,Minor,1,8,Drunk Driving,FALSE,FALSE,FALSE
A02171,2/19/2023 11:00,Staten Island,Sunny,,,Severe,1,9,Drunk Driving,FALSE,FALSE,TRUE
A02172,3/5/2023 17:39,The Bronx,Foggy,Wet,Car,Moderate,1,3,Poor Road Condition,FALSE,FALSE,FALSE
A02173,9/6/2023 6:28,Brooklyn,Sunny,Dry,Motorcycle,Moderate,2,3,Drunk Driving,FALSE,FALSE,FALSE
A02174,8/24/2023 21:24,Manhattan,Foggy,Wet,Car,Minor,1,9,Drunk Driving,FALSE,FALSE,FALSE
A02175,3/15/2023 8:03,The Bronx,Sunny,Under Construction,Motorcycle,Moderate,1,1,Distracted Driving,FALSE,FALSE,FALSE
A02176,10/7/2023 16:46,Brooklyn,,Wet,Motorcycle,Severe,2,9,Drunk Driving,FALSE,FALSE,TRUE
A02177,11/19/2023 13:27,The Bronx,Foggy,Under Construction,Bus,Moderate,1,4,Poor Road Condition,FALSE,TRUE,FALSE
A02178,8/24/2023 7:35,The Bronx,Foggy,Dry,Bus,Minor,2,0,Drunk Driving,TRUE,FALSE,FALSE
A02179,5/26/2023 16:11,The Bronx,Sunny,Under Construction,Motorcycle,Minor,1,1,Distracted Driving,FALSE,TRUE,FALSE
A02180,5/26/2023 11:45,Manhattan,Sunny,Wet,Truck,Severe,2,8,Speeding,TRUE,FALSE,FALSE
A02181,4/7/2023 4:17,Queens,Sunny,,Motorcycle,Moderate,1,9,Drunk Driving,FALSE,FALSE,FALSE
A02182,8/8/2023 20:47,Manhattan,Sunny,Wet,Car,Moderate,1,9,Poor Road Condition,TRUE,FALSE,FALSE
A02183,11/9/2023 13:27,Staten Island,Snowy,Wet,Bus,,1,6,Poor Road Condition,FALSE,FALSE,FALSE
A02184,6/21/2023 3:17,Staten Island,Sunny,Wet,Bus,Moderate,1,9,Speeding,FALSE,FALSE,TRUE
A02185,5/15/2023 6:42,The Bronx,Snowy,Wet,Motorcycle,Moderate,2,3,Poor Road Condition,TRUE,TRUE,FALSE
A02186,2/14/2023 4:32,The Bronx,Sunny,Wet,Car,Minor,2,6,Drunk Driving,FALSE,FALSE,FALSE
A02187,9/9/2023 15:13,The Bronx,Foggy,Under Construction,Motorcycle,Moderate,2,5,Poor Road Condition,FALSE,FALSE,FALSE
A02188,3/22/2023 1:05,Staten Island,Foggy,Under Construction,Car,Minor,1,8,Speeding,FALSE,FALSE,FALSE
A02189,10/13/2023 22:54,Queens,Sunny,Under Construction,Bus,Moderate,1,6,Drunk Driving,TRUE,FALSE,FALSE
A02190,8/15/2023 17:05,Manhattan,Rainy,Dry,,Moderate,2,8,Drunk Driving,FALSE,FALSE,FALSE
A02191,4/3/2023 8:15,Manhattan,Sunny,Dry,Car,Severe,1,8,Drunk Driving,TRUE,FALSE,FALSE
A02192,9/16/2023 1:31,The Bronx,Rainy,Under Construction,Car,Moderate,1,4,Speeding,FALSE,FALSE,FALSE
A02193,10/7/2023 6:25,Staten Island,Sunny,Under Construction,Car,Minor,2,5,Distracted Driving,FALSE,FALSE,FALSE
A02194,5/15/2023 10:42,The Bronx,,Wet,Car,Minor,1,4,Poor Road Condition,FALSE,FALSE,FALSE
A02195,6/17/2023 7:23,Brooklyn,Rainy,Under Construction,Truck,Moderate,2,8,Drunk Driving,FALSE,FALSE,FALSE
A02196,7/3/2023 12:12,Manhattan,Foggy,Dry,Car,Minor,1,7,Drunk Driving,FALSE,FALSE,FALSE
A02197,11/1/2023 3:43,The Bronx,Sunny,Under Construction,Car,Severe,1,6,Distracted Driving,FALSE,TRUE,FALSE
A02198,1/24/2023 11:08,Manhattan,Sunny,Wet,Motorcycle,Moderate,1,6,Speeding,TRUE,FALSE,FALSE
A02199,4/24/2023 9:28,Staten Island,Sunny,,Car,Moderate,1,5,Poor Road Condition,FALSE,FALSE,FALSE
A02200,10/6/2023 2:19,Queens,Sunny,Under Construction,Car,Severe,1,0,Drunk Driving,TRUE,FALSE,FALSE
A02201,3/25/2023 20:50,Queens,Sunny,Dry,Motorcycle,Moderate,2,7,Drunk Driving,FALSE,TRUE,FALSE
A02202,5/28/2023 1:36,Staten Island,,,Bus,Moderate,1,5,Distracted Driving,FALSE,FALSE,FALSE
A02203,3/24/2023 7:40,The Bronx,Snowy,Dry,,Moderate,4,3,Distracted Driving,TRUE,FALSE,FALSE
A02204,9/17/2023 18:05,Brooklyn,Sunny,Dry,Truck,Moderate,1,1,Distracted Driving,FALSE,TRUE,FALSE
A02205,1/28/2023 14:45,Staten Island,,Dry,Truck,Minor,1,8,Speeding,FALSE,FALSE,FALSE
A02206,4/10/2023 7:37,The Bronx,Sunny,Dry,Bus,Moderate,3,7,Speeding,TRUE,FALSE,FALSE
A02207,3/18/2023 13:32,Brooklyn,Sunny,Dry,Motorcycle,Moderate,4,1,Distracted Driving,TRUE,FALSE,FALSE
A02208,9/29/2023 3:50,Brooklyn,Sunny,Wet,Car,Moderate,4,9,Distracted Driving,FALSE,FALSE,FALSE
A02209,7/2/2023 22:39,Staten Island,Foggy,Wet,Car,Moderate,2,3,Distracted Driving,FALSE,FALSE,FALSE
A02210,10/18/2023 4:11,Queens,Rainy,Dry,Truck,Moderate,1,4,Distracted Driving,TRUE,FALSE,FALSE
A02211,9/8/2023 7:26,Staten Island,Snowy,Wet,Bus,Moderate,1,3,Distracted Driving,FALSE,TRUE,FALSE
A02212,5/13/2023 18:46,Brooklyn,Sunny,Dry,,Moderate,1,8,Distracted Driving,FALSE,TRUE,FALSE
A02213,2/8/2023 2:45,Queens,Sunny,Dry,Truck,Moderate,2,4,Drunk Driving,TRUE,FALSE,FALSE
A02214,7/30/2023 22:38,Brooklyn,Sunny,Dry,Bus,Moderate,1,1,Drunk Driving,FALSE,TRUE,FALSE
A02215,10/1/2023 15:09,Staten Island,Rainy,Wet,Car,Moderate,1,2,Speeding,FALSE,FALSE,FALSE
A02216,12/2/2023 0:55,Staten Island,Sunny,Under Construction,Bus,Moderate,1,1,Poor Road Condition,FALSE,FALSE,FALSE
A02217,10/6/2023 13:10,Brooklyn,Sunny,Dry,Truck,Moderate,2,6,Distracted Driving,TRUE,FALSE,TRUE
A02218,6/1/2023 17:39,Queens,Sunny,Dry,Motorcycle,Severe,2,9,Drunk Driving,FALSE,FALSE,FALSE
A02219,11/16/2023 23:51,Staten Island,Rainy,,Bus,Moderate,1,7,Speeding,FALSE,TRUE,FALSE
A02220,4/19/2023 19:57,Staten Island,Snowy,Wet,Truck,Moderate,1,8,Poor Road Condition,FALSE,FALSE,FALSE
A02221,10/22/2023 7:44,Queens,Sunny,Dry,Car,Moderate,1,6,Speeding,TRUE,FALSE,FALSE
A02222,11/16/2023 14:03,Staten Island,Snowy,Wet,Bus,Minor,1,9,Speeding,TRUE,FALSE,FALSE
A02223,7/25/2023 15:59,Staten Island,Sunny,Under Construction,Truck,Minor,3,5,Drunk Driving,FALSE,FALSE,FALSE
A02224,11/29/2023 8:38,Brooklyn,Foggy,Wet,Truck,Moderate,2,5,Drunk Driving,FALSE,FALSE,FALSE
A02225,11/11/2023 1:11,Staten Island,Foggy,Under Construction,Car,Moderate,2,0,Speeding,FALSE,FALSE,FALSE
A02226,5/23/2023 1:49,Manhattan,Sunny,Under Construction,Truck,Minor,1,8,Speeding,FALSE,FALSE,FALSE
A02227,8/2/2023 10:08,Queens,Rainy,Wet,Bus,Moderate,1,2,Drunk Driving,FALSE,TRUE,FALSE
A02228,4/26/2023 6:57,Manhattan,Sunny,Under Construction,Truck,Severe,4,6,Poor Road Condition,TRUE,TRUE,FALSE
A02229,1/8/2023 1:50,Brooklyn,Rainy,Wet,Motorcycle,Moderate,1,5,Distracted Driving,TRUE,FALSE,FALSE
A02230,11/3/2023 22:47,The Bronx,Sunny,,Car,Moderate,1,5,Poor Road Condition,FALSE,FALSE,FALSE
A02231,3/21/2023 11:00,Manhattan,Foggy,,Motorcycle,Moderate,2,6,Poor Road Condition,TRUE,FALSE,TRUE
A02232,1/3/2023 22:54,The Bronx,Foggy,Wet,Motorcycle,Moderate,2,6,Distracted Driving,TRUE,FALSE,FALSE
A02233,12/3/2023 12:51,Manhattan,Sunny,Wet,Motorcycle,Minor,1,7,Drunk Driving,FALSE,TRUE,FALSE
A02234,6/2/2023 18:42,Queens,Sunny,Wet,Bus,Moderate,2,2,Poor Road Condition,FALSE,FALSE,FALSE
A02235,3/5/2023 5:40,Brooklyn,Rainy,Dry,Truck,Minor,3,4,Poor Road Condition,FALSE,FALSE,FALSE
A02236,1/11/2023 19:39,The Bronx,Sunny,Dry,Truck,Severe,1,6,Distracted Driving,FALSE,TRUE,TRUE
A02237,5/8/2023 0:33,The Bronx,Sunny,Under Construction,Bus,Minor,1,9,Poor Road Condition,FALSE,FALSE,FALSE
A02238,2/5/2023 13:57,Queens,Sunny,Dry,Truck,Severe,1,5,Distracted Driving,FALSE,FALSE,FALSE
